,source,target,time
932,6@purdue.edu,200@purdue.edu,4/29/16 8:46
933,200@purdue.edu,122@purdue.edu,4/29/16 9:45
934,62@purdue.edu,122@purdue.edu,4/29/16 9:46
935,200@purdue.edu,122@purdue.edu,4/29/16 9:47
936,0@purdue.edu,175@purdue.edu,4/29/16 12:46
937,186@purdue.edu,128@purdue.edu,4/29/16 18:57
938,186@purdue.edu,128@purdue.edu,4/29/16 18:57
939,122@purdue.edu,128@purdue.edu,4/29/16 18:59
940,28@purdue.edu,124@purdue.edu,4/29/16 22:14
941,186@purdue.edu,48@purdue.edu,5/2/16 15:00
942,0@purdue.edu,186@purdue.edu,4/27/16 13:07
943,0@purdue.edu,141@purdue.edu,4/27/16 16:52
944,186@purdue.edu,77@purdue.edu,4/28/16 11:33
945,141@purdue.edu,77@purdue.edu,4/28/16 11:36
946,0@purdue.edu,201@purdue.edu,4/28/16 15:35
947,201@purdue.edu,9@purdue.edu,4/28/16 16:20
948,201@purdue.edu,200@purdue.edu,4/28/16 17:32
949,141@purdue.edu,200@purdue.edu,4/28/16 17:44
950,200@purdue.edu,113@purdue.edu,4/28/16 20:39
951,200@purdue.edu,163@purdue.edu,4/28/16 21:50
952,0@purdue.edu,160@purdue.edu,4/28/16 23:22
953,77@purdue.edu,122@purdue.edu,4/29/16 9:40
954,0@purdue.edu,19@purdue.edu,4/29/16 9:45
955,19@purdue.edu,19@purdue.edu,4/29/16 9:48
956,163@purdue.edu,100@purdue.edu,4/29/16 9:54
957,160@purdue.edu,156@purdue.edu,4/29/16 10:29
958,0@purdue.edu,166@purdue.edu,4/29/16 10:42
959,0@purdue.edu,165@purdue.edu,4/29/16 10:58
960,19@purdue.edu,165@purdue.edu,4/29/16 10:58
961,165@purdue.edu,165@purdue.edu,4/29/16 10:58
962,0@purdue.edu,175@purdue.edu,4/29/16 12:45
963,0@purdue.edu,81@purdue.edu,4/29/16 13:35
964,100@purdue.edu,81@purdue.edu,4/29/16 13:37
965,186@purdue.edu,128@purdue.edu,4/29/16 19:01
966,175@purdue.edu,128@purdue.edu,4/29/16 19:02
967,0@purdue.edu,128@purdue.edu,4/29/16 19:03
968,100@purdue.edu,124@purdue.edu,4/29/16 22:16
969,0@purdue.edu,177@purdue.edu,5/1/16 13:59
970,0@purdue.edu,48@purdue.edu,5/2/16 14:57
971,165@purdue.edu,48@purdue.edu,5/2/16 14:57
972,128@purdue.edu,134@purdue.edu,5/2/16 22:17
